ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos
010309,AMAZONAS,BONGARA,SHIPASBAMBA,UNION POR EL PERU,ALCALDE DISTRITAL,WILDER,DAMACEN,CHUQUIZUTA,M,61.0
010309,AMAZONAS,BONGARA,SHIPASBAMBA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ERNESTO,MORI,ORTIZ,M,49.0
010309,AMAZONAS,BONGARA,SHIPASBAMBA,ACCION POPULAR,ALCALDE DISTRITAL,ABEL,MORI,GUIVIN,M,48.0
010309,AMAZONAS,BONGARA,SHIPASBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ROMELIO,VILCHEZ,DETT,M,40.0
010310,AMAZONAS,BONGARA,VALERA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,ALEJANDRO,SANTILLAN,CORTEZ,M,155.0
010310,AMAZONAS,BONGARA,VALERA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,ORLANDO,CHAVEZ,ZUMAETA,M,101.0
010310,AMAZONAS,BONGARA,VALERA,ACCION POPULAR,ALCALDE DISTRITAL,DANIEL,QUINTANA,CHAVEZ,M,96.0
010310,AMAZONAS,BONGARA,VALERA,UNION PROGRESISTA VALERA,ALCALDE DISTRITAL,RAFAEL,RAMOS,GUTIERREZ,M,52.0
010310,AMAZONAS,BONGARA,VALERA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,LUIS FELIPE,PEREZ,ORDOÑEZ,M,33.0
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,EDILBERTO,DELGADO,BARBOZA,M,505.0
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,ACCION POPULAR,ALCALDE DISTRITAL,MARCELO,FUSTAMANTE,GUEVARA,M,406.0
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EDUARDO,INGA,DETT,M,325.0
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,LUCIO,QUISPE,BAZAN,M,323.0
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,WALTER HUGO,SANCHEZ,FERNANDEZ,M,231.0
010311,AMAZONAS,BONGARA,YAMBRASBAMBA,UNION POR EL PERU,ALCALDE DISTRITAL,JULIO,CADENILLAS,ROJAS,M,61.0
010312,AMAZONAS,BONGARA,JAZAN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,TEODORO,TAUMA,CAMAN,M,958.0
010312,AMAZONAS,BONGARA,JAZAN,ACCION POPULAR,ALCALDE DISTRITAL,ORIZON HERNAN,TUESTA,CHICANA,M,776.0
010312,AMAZONAS,BONGARA,JAZAN,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,RODOLFO ALBERTO,HUAMAN,VALDEZ,M,717.0
010312,AMAZONAS,BONGARA,JAZAN,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CARLOS,MELENDEZ,TUESTA,M,324.0
010312,AMAZONAS,BONGARA,JAZAN,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,ROGER,PELAEZ,ZABARBURU,M,231.0
010312,AMAZONAS,BONGARA,JAZAN,UNION POR EL PERU,ALCALDE DISTRITAL,LUIS ABDIAS,RAMOS,RIOS,M,216.0
010312,AMAZONAS,BONGARA,JAZAN,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ANGEL CUSTODIO,MAS,TRAUCO,M,74.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,SEGUNDO CIRO,BAQUEDANO,ROJAS,M,739.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,EFREN WILDER,CIEZA,SILVA,M,347.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,UBIL ROBERTO DE LA,CRUZ,DAVILA,M,312.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,ACCION POPULAR,ALCALDE DISTRITAL,WILSON,RODRIGUEZ,ALVA,M,248.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CIRO,GARCIA,TAFUR,M,180.0
010402,AMAZONAS,LUYA,CAMPORREDONDO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,WILLIAM REYMUNDO,CAMPOS,DIAZ,M,151.0
010403,AMAZONAS,LUYA,COCABAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELMER,MELENDEZ,PEREZ,M,227.0
010403,AMAZONAS,LUYA,COCABAMBA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,JOSE TOMAS,OCAMPO,PEREZ,M,212.0
010403,AMAZONAS,LUYA,COCABAMBA,ACCION POPULAR,ALCALDE DISTRITAL,JUAN CARLOS,REGALADO,SALDAÑA,M,135.0
010403,AMAZONAS,LUYA,COCABAMBA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,SONALI,OCAMPO,VALQUI,F,43.0
010404,AMAZONAS,LUYA,COLCAMAR,ACCION POPULAR,ALCALDE DISTRITAL,RIBER JUANITO,TUESTA,BARDALES,M,218.0
010404,AMAZONAS,LUYA,COLCAMAR,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,HILTON HESNOBER,TORREJON,ILIQUIN,M,208.0
010404,AMAZONAS,LUYA,COLCAMAR,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,VISENTE,BUSTOS,CHUQUIPIONDO,,166.0
010404,AMAZONAS,LUYA,COLCAMAR,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELEODORO,QUILO,CHUQUIPIONDO,M,153.0
010404,AMAZONAS,LUYA,COLCAMAR,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,JORGE,CHAVEZ,ARBILDO,M,76.0
010404,AMAZONAS,LUYA,COLCAMAR,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,PEDRO,GOMEZ,MALQUI,M,69.0
010404,AMAZONAS,LUYA,COLCAMAR,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,EUSTAQUIO,MENDOZA,VARGAS,M,66.0
010405,AMAZONAS,LUYA,CONILA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE GENARO,CANTA,CULLAMPE,M,320.0
010405,AMAZONAS,LUYA,CONILA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,MELGAR,GRANDEZ,CHUQUIZUTA,M,129.0
010405,AMAZONAS,LUYA,CONILA,ACCION POPULAR,ALCALDE DISTRITAL,JOSE VICTOR,HUAMAN,CANTA,M,124.0
010405,AMAZONAS,LUYA,CONILA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,LINO MERCEDES,LLANOS,CHUQUIZUTA,M,114.0
010405,AMAZONAS,LUYA,CONILA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JOSE JESUS,REYNA,GRANDEZ,M,99.0
010405,AMAZONAS,LUYA,CONILA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,APOLINAR,ANGELES,ROJAS,M,50.0
010406,AMAZONAS,LUYA,INGUILPATA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,SAMUEL,RODRIGUEZ,BRICEÑO,M,172.0
010406,AMAZONAS,LUYA,INGUILPATA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GILMER,ZAGACETA,ORBEGOSO,M,91.0
010406,AMAZONAS,LUYA,INGUILPATA,ACCION POPULAR,ALCALDE DISTRITAL,JUAN,JOSE,ZUMAETA,M,87.0
010407,AMAZONAS,LUYA,LONGUITA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SEGUNDO GERMAN,CHAVEZ,VILLANUEVA,M,124.0
010407,AMAZONAS,LUYA,LONGUITA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,LLINER ALFONSO,TUESTA,SERVAN,M,114.0
010407,AMAZONAS,LUYA,LONGUITA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,GILBER HOMERO,LEON,TORREJON,M,64.0
010407,AMAZONAS,LUYA,LONGUITA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JUSTINIANO,CHUQUIZUTA,RAMOS,M,35.0
010408,AMAZONAS,LUYA,LONYA CHICO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,HOMERO,MENDOZA,REYNA,M,233.0
010408,AMAZONAS,LUYA,LONYA CHICO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,FILOMENO,CHAPPA,TUESTA,M,127.0
010408,AMAZONAS,LUYA,LONYA CHICO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CESAR AUGUSTO,CRUZ,MENDOZA,M,80.0
010408,AMAZONAS,LUYA,LONYA CHICO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,PEDRO ALEJANDRINO,QUISPE,LIPA,M,37.0
010408,AMAZONAS,LUYA,LONYA CHICO,ACCION POPULAR,ALCALDE DISTRITAL,ENGILBERTO,REYNA,MUÑOZ,M,33.0
010409,AMAZONAS,LUYA,LUYA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SEGUNDO LEOPOLDO,VALQUI,ZUTA,M,517.0
010409,AMAZONAS,LUYA,LUYA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,NEWMAN EDGARD,TUESTA,AGUILAR,M,488.0
010409,AMAZONAS,LUYA,LUYA,ACCION POPULAR,ALCALDE DISTRITAL,PEDRO,QUIROZ,SANTILLAN,M,281.0
010409,AMAZONAS,LUYA,LUYA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,NICOLAY FRANK,CORDERO,RAMIREZ,M,218.0
010409,AMAZONAS,LUYA,LUYA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,JUAN,MENDOZA,CHUQUIMBALQUI,M,70.0
010410,AMAZONAS,LUYA,LUYA VIEJO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,NILO ANTONIO,VILLACREZ,CHUQUIZUTA,M,81.0
010410,AMAZONAS,LUYA,LUYA VIEJO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,LUIS ANTONIO,CHUQUIZUTA,VELAYARCE,M,80.0
010410,AMAZONAS,LUYA,LUYA VIEJO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EULOGIO,CHUQUIZUTA,GOMEZ,M,40.0
010411,AMAZONAS,LUYA,MARIA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,MANUEL YNOCENTE,BARDALES,YNGA,M,96.0
010411,AMAZONAS,LUYA,MARIA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,RAMON,SALAZAR,ALVIS,M,63.0
010411,AMAZONAS,LUYA,MARIA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,LUCAS VIDAL,MUÑOZ,ARISTA,M,62.0
010411,AMAZONAS,LUYA,MARIA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GILBERTO,LLAJA,CRUZ,M,58.0
010411,AMAZONAS,LUYA,MARIA,ACCION POPULAR,ALCALDE DISTRITAL,JOSE ANTONIO,CASIANO,PORRAS,M,56.0
010411,AMAZONAS,LUYA,MARIA,UNION POR EL PERU,ALCALDE DISTRITAL,LLONNI GABINO,ZUMAETA,HORNA,,43.0
010412,AMAZONAS,LUYA,OCALLI,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,FRANCISCO,CUBAS,MELENDEZ,M,452.0
010412,AMAZONAS,LUYA,OCALLI,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ABEL RODOLFO,GONZALES,LOPEZ,M,378.0
010412,AMAZONAS,LUYA,OCALLI,ACCION POPULAR,ALCALDE DISTRITAL,ARLES,SALAZAR,VASQUEZ,M,314.0
010412,AMAZONAS,LUYA,OCALLI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ALBERTO CARMEN,MONTOYA,CALLIRGOS,M,38.0
010413,AMAZONAS,LUYA,OCUMAL,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,FAIMER ISAC,VILLAR,MUÑOZ,M,597.0
010413,AMAZONAS,LUYA,OCUMAL,ACCION POPULAR,ALCALDE DISTRITAL,JUAN PASTOR,VERA,POMPA,M,361.0
010413,AMAZONAS,LUYA,OCUMAL,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,WILLIAM,VELA,MELENDEZ,M,319.0
010413,AMAZONAS,LUYA,OCUMAL,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,JOSE WILSON,TUESTA,VILLA,M,25.0
010414,AMAZONAS,LUYA,PISUQUIA,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,FRANKLIN,LUDEÑA,RODRIGUEZ,M,255.0
010414,AMAZONAS,LUYA,PISUQUIA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,EDWIN,SALAZAR,ARISTA,M,248.0
010414,AMAZONAS,LUYA,PISUQUIA,ACCION POPULAR,ALCALDE DISTRITAL,GILBERT ROMAN,DIAZ,ORTIZ,M,214.0
010414,AMAZONAS,LUYA,PISUQUIA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,NAPOLEON,CHAVEZ,DIAZ,M,190.0
010414,AMAZONAS,LUYA,PISUQUIA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FRANCISCO,AMPUERO,MESTANZA,M,129.0
010414,AMAZONAS,LUYA,PISUQUIA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,VICTOR RAUL,CHAVEZ,ORBEGOZO,M,96.0
010414,AMAZONAS,LUYA,PISUQUIA,UNION POR EL PERU,ALCALDE DISTRITAL,JOSE FAUSTINO,SALCEDO,LOZANO,M,74.0
010414,AMAZONAS,LUYA,PISUQUIA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,RODRIGO,MARCO,VASQUEZ,M,50.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,UNION POR EL PERU,ALCALDE DISTRITAL,JOSE,GARCIA,HUAMAN,M,67.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,JUAN,POQUIOMA,VALQUI,M,62.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,JOSE SANTOS,HUAMAN,POQUIOMA,M,45.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,HITALO,YOMONA,PUERTA,M,42.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,DOCITEO,VALQUI,POQUIOMA,M,38.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,ACCION POPULAR,ALCALDE DISTRITAL,MARGARITA,HUAMAN,VENTURA,F,31.0
010415,AMAZONAS,LUYA,SAN CRISTOBAL,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ELOY,GARCIA,HUAMAN,M,21.0
010416,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,DANIEL,VARGAS,VERGARAY,M,82.0
010416,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,ACCION POPULAR,ALCALDE DISTRITAL,ENRIQUE,ALVARADO,VILLANUEVA,M,79.0
010416,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,ALBERTO,CHAVEZ,CHAVEZ,M,64.0
010416,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE JESUS ESCALANTE,LA,TORRE,M,51.0
010416,AMAZONAS,LUYA,SAN FRANCISCO DE YESO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,SALOME,VARGAS,MUÑOZ,F,44.0
010417,AMAZONAS,LUYA,SAN JERONIMO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,PABLO,CASTAÑEDA,GALLAC,M,132.0
010417,AMAZONAS,LUYA,SAN JERONIMO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,LUIS ALBERTO,MIRANDA,VILLACORTA,M,98.0
010417,AMAZONAS,LUYA,SAN JERONIMO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CELSO,GALLAC,CASTAÑEDA,M,96.0
010417,AMAZONAS,LUYA,SAN JERONIMO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,FRANCISCO,FERNANDEZ,CAMAS,M,89.0
010417,AMAZONAS,LUYA,SAN JERONIMO,ACCION POPULAR,ALCALDE DISTRITAL,CESAR,VALLEJOS,LOPEZ,M,35.0
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,SEGUNDO SILBERIO,BAZAN,AGUIRRE,M,160.0
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,EDGAR AUGUSTO,TENORIO,OYARCE,M,98.0
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,SALOME,GUTIERREZ,VEGA,F,32.0
010418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MARINO,BAZAN,REVILLA,M,31.0
010419,AMAZONAS,LUYA,SANTA CATALINA,ACCION POPULAR,ALCALDE DISTRITAL,PERCY,ROJAS,ZUTA,M,101.0
010419,AMAZONAS,LUYA,SANTA CATALINA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,NILTON CESAR,SOPLIN,AGUILAR,M,91.0
010419,AMAZONAS,LUYA,SANTA CATALINA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SERGIO ORLANDO,RUBIO,CUIPAL,M,90.0
010419,AMAZONAS,LUYA,SANTA CATALINA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,VICTOR HUMBERTO,VILCA,CHAPPA,M,86.0
010419,AMAZONAS,LUYA,SANTA CATALINA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,VICTOR,CUEVA,CACHAY,M,64.0
010419,AMAZONAS,LUYA,SANTA CATALINA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,ADELICIO,DELGADO,CAMPOS,M,50.0
010420,AMAZONAS,LUYA,SANTO TOMAS,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,GEROMIAS,CHAUCA,VALQUI,M,324.0
010420,AMAZONAS,LUYA,SANTO TOMAS,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,CLEMENTE,BACALLA,TUESTA,M,236.0
010420,AMAZONAS,LUYA,SANTO TOMAS,INTEGRACION 6 DE JUNIO,ALCALDE DISTRITAL,SEGUNDO HECTOR,LOJA,PELAEZ,M,186.0
010420,AMAZONAS,LUYA,SANTO TOMAS,ACCION POPULAR,ALCALDE DISTRITAL,FIDENCIO,VIGO,SANCHEZ,M,165.0
010420,AMAZONAS,LUYA,SANTO TOMAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CARLOS NICOLAS,HURTADO,MORI,M,135.0
010420,AMAZONAS,LUYA,SANTO TOMAS,UNION POR EL PERU,ALCALDE DISTRITAL,BERNA SANTOS,JOAQUIN,PORTOCARRERO,F,101.0
010420,AMAZONAS,LUYA,SANTO TOMAS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,CARLOS ALBERTO,TUESTA,LOPEZ,M,94.0
010420,AMAZONAS,LUYA,SANTO TOMAS,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ISIDORO ENRIQUE,SILVA,GOMEZ,M,76.0
010421,AMAZONAS,LUYA,TINGO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,VICTOR ALAN,ALVARADO,GARCIA,M,134.0
010421,AMAZONAS,LUYA,TINGO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,CESAR AUGUSTO,AGUILAR,VILLA,M,134.0
010421,AMAZONAS,LUYA,TINGO,ACCION POPULAR,ALCALDE DISTRITAL,ALEYDA ESPERANZA,SILVA,TAFUR,F,108.0
010421,AMAZONAS,LUYA,TINGO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,JUAN FRANCISCO,CASTILLO,TOCTO,M,94.0
010421,AMAZONAS,LUYA,TINGO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,NER AMANCIO,TAUMA,ROJAS,M,43.0
010421,AMAZONAS,LUYA,TINGO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE ABDON,LEON,ANGELES,M,38.0
010422,AMAZONAS,LUYA,TRITA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,OSCAR,VELAYSOSA,CHUQUIZUTA,M,178.0
010422,AMAZONAS,LUYA,TRITA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,WILMER,HIDALGO,VELAYARCE,M,136.0
010422,AMAZONAS,LUYA,TRITA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LEONIDAS,TAFUR,VILLACREZ,M,108.0
010422,AMAZONAS,LUYA,TRITA,UNION POR EL PERU,ALCALDE DISTRITAL,WILDER,ROJAS,LLANOS,M,63.0
010422,AMAZONAS,LUYA,TRITA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,PRUDENCIO,LLANOS,VILLACREZ,M,49.0
010422,AMAZONAS,LUYA,TRITA,ACCION POPULAR,ALCALDE DISTRITAL,SANTOS ANTONIO,GOMEZ,VELAYARCE,M,39.0
010423,AMAZONAS,LUYA,PROVIDENCIA,ACCION POPULAR,ALCALDE DISTRITAL,ANGEL SEVERO,SALAZAR,PUERTA,M,282.0
010423,AMAZONAS,LUYA,PROVIDENCIA,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,SEGUNDO REMIGIO,ROBLEDO,JIMENEZ,M,171.0
010502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,JORGE NILSER,ARISTA,VARGAS,M,260.0
010502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,HECTOR GABINO,GUEVARA,MESIA,M,170.0
010502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,HELDER,LOZANO,ECHEVERRIA,M,55.0
010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,VICTOR RAUL,AMPUERO,LOPEZ,M,230.0
010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,JUAN ARCADIO,SALON,BACALLA,M,219.0
010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,ACCION POPULAR,ALCALDE DISTRITAL,WALTER ESTEVIS,VARGAS,RODRIGUEZ,M,99.0
010503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JOSE ARQUIMEDES,ROMERO,SERVAN,M,76.0
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,GILBERT,TRIGOSO,VARGAS,M,516.0
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MARIA CELSA,PORTOCARRERO,ACOSTA,F,437.0
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,ACCION POPULAR,ALCALDE DISTRITAL,JOSE MARIANO,YOPLAC,NOVOA,M,325.0
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ROMEL ANDRES,TUESTA,LOPEZ,M,266.0
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,ALCALDE DISTRITAL,JAIME,GUTIERREZ,TORRES,M,100.0
010504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,SEGUNDO DESIDERIO,CASTRO,TORRES,M,46.0
010505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,MANUEL ASENCION,FERNANDEZ,YOPLAC,M,469.0
010505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CESAR JULIO,ACOSTA,TORRES,M,303.0
010505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,ACCION POPULAR,ALCALDE DISTRITAL,LUIS,LOPEZ,RODRIGUEZ,M,125.0
010506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,EMER AUGUSTO,MUÑOZ,TUESTA,F,355.0
010506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JOSE ORLANDO,CASTRO,PEREIRA,M,270.0
010506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,ACCION POPULAR,ALCALDE DISTRITAL,NICANOR,VARGAS,LOPEZ,M,245.0
010507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,FREDY ROBERTH,VELA,FERNANDEZ,M,241.0
010507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,CRISTOBAL,RODRIGUEZ,CALDERON,M,194.0
010507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,ACCION POPULAR,ALCALDE DISTRITAL,LITMAN GUEY,RUIZ,RODRIGUEZ,M,27.0
